transaction_id,customer_id,age,gender,annual_income,account_open_date,credit_score,segment,transaction_date,transaction_type,amount,merchant,merchant_category,channel,balance_after,is_fraud,transaction_month,transaction_dayofweek,is_large_tx,amount_log,year
336,10154,57,Male,169172,2018-04-16,579,Mass Market,2024-12-12,debit,4156,"Stewart, Barrett and Woods",Investment,mobile_app,16926,False,12,3,True,8.332548939252638,2024
337,11409,42,Male,146082,2023-05-14,417,Affluent,2025-07-25,debit,3764,"Lewis, Chambers and Ball",Restaurants,online,38977,False,7,4,True,8.233503140233994,2025
338,10784,26,Female,133089,2021-08-05,536,Mass Market,2025-08-03,credit,219,"Sexton, Collins and Allen",Investment,branch,23652,False,8,6,False,5.393627546352362,2025
339,18096,19,Male,214528,2024-03-20,608,High Net Worth,2025-06-24,credit,4993,"Miller, Cowan and Martinez",Utilities,mobile_app,63295,False,6,1,True,8.515992470839718,2025
340,17560,32,Male,31049,2021-04-11,755,Affluent,2025-07-01,credit,1936,Martin-Henderson,Restaurants,atm,10270,False,7,1,False,7.5688956634069955,2025
341,17343,67,Female,151858,2016-12-13,774,Affluent,2025-04-01,debit,4955,Gonzalez PLC,Groceries,online,82804,False,4,1,True,8.508354242749032,2025
342,17206,20,Male,220976,2018-05-15,399,Student,2025-01-08,credit,3976,Fisher-James,Healthcare,atm,61630,False,1,2,True,8.28828304520769,2025
343,15596,66,Female,181771,2021-01-11,560,Affluent,2025-05-10,debit,1887,Gonzalez Group,Investment,atm,36417,False,5,5,False,7.543273346705446,2025
344,15801,53,Male,142784,2021-07-12,604,Student,2025-02-28,debit,636,"Lee, Monroe and Murray",Travel,branch,46894,False,2,4,False,6.456769655572163,2025
345,12806,21,Female,67691,2019-03-28,653,Mass Market,2025-07-02,debit,2736,Johnson-Hall,Transfers,branch,56042,False,7,2,False,7.914617709040679,2025
346,10537,31,Other,188112,2019-08-19,585,Mass Market,2025-01-20,credit,1468,Romero LLC,Groceries,mobile_app,63253,False,1,0,False,7.292337176173877,2025
347,15986,58,Male,244062,2016-04-17,627,Mass Market,2025-10-18,debit,2834,Watts-Briggs,Education,branch,48841,False,10,5,False,7.949797216161852,2025
348,11841,58,Male,77986,2016-09-10,402,Mass Market,2025-11-20,credit,1260,Dillon-Owens,Healthcare,branch,52723,False,11,3,False,7.13966033596492,2025
349,18716,42,Male,189834,2018-05-31,362,High Net Worth,2025-08-04,debit,4768,"Ramos, Flores and Rivera",Rent,mobile_app,20317,False,8,0,True,8.469891918298224,2025
350,16971,72,Male,174672,2021-06-10,581,Mass Market,2025-11-03,debit,4373,"Schneider, Sampson and Yang",Healthcare,mobile_app,55008,False,11,0,True,8.383433201236713,2025
351,15625,67,Female,114774,2025-11-11,740,Affluent,2025-07-19,debit,2173,Morales and Sons,Investment,mobile_app,36434,False,7,5,False,7.684324067681155,2025
352,12950,27,Female,241849,2018-10-27,592,Affluent,2025-09-26,debit,1633,Thompson LLC,Transfers,mobile_app,46125,False,9,4,False,7.3987862754199485,2025
353,17992,38,Male,170882,2017-10-02,306,Affluent,2025-03-15,debit,1863,Hernandez-Rose,Online Retail,atm,80984,False,3,5,False,7.530479995245536,2025
354,14780,53,Male,236775,2024-07-16,391,Mass Market,2025-09-11,debit,763,Wright-Hudson,Salary,atm,75449,False,9,3,False,6.638567789166521,2025
355,12368,29,Male,238419,2019-10-20,489,Affluent,2025-03-12,debit,1878,Bell Ltd,Salary,mobile_app,74102,False,3,2,False,7.538494999413465,2025
356,16655,44,Female,125315,2023-01-04,775,Mass Market,2025-02-26,debit,191,Mendoza-Anderson,Online Retail,mobile_app,97980,False,2,2,False,5.2574953720277815,2025
357,18173,57,Male,77204,2016-08-12,810,Mass Market,2025-07-07,debit,1523,Ramsey-Boone,Groceries,online,81141,False,7,0,False,7.329093736246592,2025
358,14495,19,Female,40085,2023-10-13,761,Affluent,2025-06-13,credit,912,"Wise, Cantrell and Cisneros",Entertainment,online,557,False,6,4,False,6.816735880594968,2025
359,19163,71,Female,197926,2024-08-26,352,Affluent,2025-05-18,debit,3354,"Hicks, Tran and Hartman",Rent,online,44383,False,5,6,True,8.118207049405783,2025
360,16002,30,Female,225869,2018-06-25,785,Mass Market,2025-05-02,debit,3463,White-Boyle,Transfers,branch,6040,False,5,4,True,8.150179269682326,2025
361,16614,70,Male,235341,2022-01-06,789,High Net Worth,2025-03-20,debit,3617,Moore-Perry,Transfers,atm,46652,True,3,3,True,8.193676665955241,2025
362,19358,49,Female,190851,2017-01-23,663,Mass Market,2025-09-14,debit,2566,Dorsey PLC,Transfers,atm,99432,False,9,6,False,7.8504931808711405,2025
363,15919,48,Male,207279,2025-11-02,411,Mass Market,2025-09-15,credit,2149,Hicks-Bennett,Salary,online,60941,False,9,0,False,7.673223121121708,2025
364,10853,33,Male,245687,2018-08-17,708,Mass Market,2024-12-19,credit,4254,Gonzales Ltd,Investment,online,87340,False,12,3,True,8.355850041007475,2024
365,14146,49,Female,53980,2023-12-30,306,Affluent,2025-08-13,debit,2174,"Moore, Hamilton and Le",Restaurants,atm,74828,False,8,2,False,7.684783943522785,2025
366,13769,49,Female,76117,2017-07-16,496,Affluent,2025-10-18,debit,2622,Scott-Powell,Transfers,branch,26110,False,10,5,False,7.872073979866873,2025
367,10574,51,Male,165213,2016-11-22,666,Mass Market,2025-09-02,credit,2031,Washington Ltd,Online Retail,online,5349,False,9,1,False,7.616775808698373,2025
368,11148,28,Male,160416,2025-05-10,549,Mass Market,2025-01-01,credit,2831,Collier-Rodgers,Education,mobile_app,30374,False,1,2,False,7.94873845481361,2025
369,16293,27,Male,35896,2023-11-18,539,Affluent,2025-06-08,credit,2291,Lopez PLC,Travel,online,84545,False,6,6,False,7.73718007783463,2025
370,16457,32,Male,109353,2018-01-16,679,Mass Market,2025-06-15,credit,1580,"Hebert, Green and Wright",Healthcare,atm,42591,False,6,6,False,7.365812837209472,2025
371,17509,34,Male,49813,2016-08-19,770,Mass Market,2024-12-09,debit,1982,Velasquez and Sons,Travel,atm,57,False,12,0,False,7.592366128519796,2024
372,19907,57,Male,235503,2022-03-02,754,Affluent,2025-01-07,debit,3996,Gray PLC,Online Retail,online,74039,False,1,1,True,8.293299358711323,2025
373,14777,35,Male,85679,2023-11-11,665,Mass Market,2025-04-03,debit,2254,Scott Inc,Online Retail,online,93829,False,4,3,False,7.720905251936779,2025
374,13854,72,Female,161753,2023-01-09,589,High Net Worth,2024-12-28,debit,2452,Daniels-Howell,Education,mobile_app,64578,False,12,5,False,7.8050670442584895,2024
375,12491,26,Female,223975,2023-01-27,702,Mass Market,2025-06-15,debit,723,Harris LLC,Utilities,mobile_app,19121,False,6,6,False,6.584791392385716,2025
376,13124,42,Female,23228,2025-06-06,357,Affluent,2025-10-19,debit,3555,"Fitzpatrick, King and Rodriguez",Groceries,branch,5493,False,10,6,True,8.176391596633795,2025
377,15691,57,Male,155654,2025-06-12,820,Mass Market,2025-05-12,debit,232,Nguyen-Patterson,Restaurants,branch,67818,False,5,0,False,5.4510384535657,2025
378,13051,31,Female,229755,2016-03-22,603,High Net Worth,2025-07-21,debit,873,Watkins and Sons,Investment,mobile_app,88706,False,7,0,False,6.773080375655535,2025
379,10004,42,Female,31397,2021-06-16,414,Mass Market,2025-10-13,debit,4635,Gray PLC,Entertainment,branch,1431,False,10,0,True,8.441607204459642,2025
380,15222,67,Female,189871,2024-01-29,509,Affluent,2025-03-29,debit,1435,Jarvis-Reed,Transfers,branch,60469,False,3,5,False,7.269616749608169,2025
381,15315,39,Female,57011,2022-06-26,340,Affluent,2025-10-29,debit,2314,Wallace Group,Transfers,online,62241,False,10,2,False,7.747164966520335,2025
382,14869,69,Female,99183,2023-07-18,472,Mass Market,2025-11-05,credit,663,Bush-Jones,Investment,mobile_app,45294,False,11,2,False,6.498282149476434,2025
383,10876,47,Female,113254,2025-04-20,533,Mass Market,2024-12-11,credit,1169,Freeman-Bates,Education,online,86127,False,12,2,False,7.064759027791802,2024
384,19183,37,Male,195336,2024-10-10,702,Affluent,2025-01-22,debit,1852,Zuniga PLC,Utilities,online,11351,False,1,2,False,7.52456122628536,2025
385,17027,38,Female,62317,2020-05-21,338,Student,2025-12-05,debit,453,Jackson-Webb,Transfers,branch,32483,False,12,4,False,6.118097198041348,2025
386,14142,61,Female,198986,2021-08-31,418,Mass Market,2025-04-14,debit,2475,Barnes-Walters,Restaurants,online,31195,False,4,0,False,7.814399633804487,2025
387,16966,49,Female,235705,2018-05-17,634,Mass Market,2025-09-08,debit,4679,Mccarthy-Boyd,Salary,atm,22735,False,9,0,True,8.451053388911692,2025
388,17079,68,Female,122489,2018-10-20,635,High Net Worth,2025-09-19,debit,4446,Campbell Ltd,Groceries,branch,15203,False,9,4,True,8.399984990510696,2025
389,17987,63,Male,196326,2017-03-12,838,Mass Market,2025-01-22,debit,2867,"Wang, Young and Horn",Restaurants,atm,3974,False,1,2,False,7.961370201719511,2025
390,16799,66,Male,60096,2017-03-02,373,Student,2025-01-20,credit,1290,Frey-Shaffer,Utilities,branch,85222,False,1,0,False,7.1631723908466425,2025
391,14465,73,Female,73785,2022-06-21,490,Affluent,2025-03-15,debit,3049,"Humphrey, Roberts and Gutierrez",Online Retail,online,39713,False,3,5,True,8.022896869601457,2025
392,10635,38,Female,72344,2019-09-27,623,Affluent,2025-09-21,debit,3805,Rodriguez and Sons,Restaurants,branch,12636,False,9,6,True,8.244334047856094,2025
393,11693,52,Female,233715,2024-11-28,446,Mass Market,2025-05-05,debit,3647,James and Sons,Travel,atm,35070,False,5,0,True,8.201934351194222,2025
394,19874,49,Male,140382,2022-10-01,583,Mass Market,2025-01-10,debit,3768,Joseph-Ryan,Restaurants,branch,29123,False,1,4,True,8.234564993267135,2025
395,14752,47,Male,219618,2018-09-09,512,Affluent,2025-06-17,debit,109,Fritz Inc,Online Retail,atm,31812,False,6,1,False,4.700480365792417,2025
396,18311,72,Female,222163,2017-08-16,693,Student,2025-03-12,credit,2096,Russo-Brown,Transfers,mobile_app,28760,False,3,2,False,7.64826303090192,2025
397,10830,56,Female,216675,2019-06-06,638,Student,2025-10-13,debit,2320,"Velez, Hess and Bryant",Healthcare,online,4966,False,10,0,False,7.749753406274437,2025
398,15177,66,Female,179484,2024-10-14,321,Mass Market,2025-10-10,debit,4255,"Fowler, Cline and Erickson",Healthcare,atm,83962,False,10,4,True,8.35608503102148,2025
399,19561,29,Male,130489,2021-07-05,404,Mass Market,2025-01-17,debit,2747,Carter-Harrell,Healthcare,mobile_app,79698,False,1,4,False,7.91862865334224,2025
400,18932,58,Female,202730,2018-02-16,765,Mass Market,2025-04-26,debit,1617,Martin Group,Transfers,online,16058,False,4,5,False,7.388946097618437,2025
401,18308,64,Male,200621,2023-07-18,758,High Net Worth,2025-09-10,debit,2963,Smith LLC,Education,mobile_app,41482,False,9,2,False,7.994294986415977,2025
402,15949,35,Female,31549,2020-12-26,731,Mass Market,2025-02-06,debit,3991,Logan Ltd,Groceries,atm,2998,False,2,3,True,8.292047637431354,2025
403,12838,38,Male,222288,2022-11-19,520,Mass Market,2025-05-01,debit,3204,Harrison-Tucker,Investment,online,61265,True,5,3,True,8.07246736935477,2025
404,11150,30,Male,45739,2016-02-19,678,Mass Market,2025-07-27,debit,4349,Sullivan PLC,Groceries,mobile_app,66445,True,7,6,True,8.37793112408273,2025
405,17560,38,Female,41209,2017-07-26,521,Mass Market,2025-10-19,credit,4692,"Holt, Buckley and Rose",Transfers,atm,34648,False,10,6,True,8.453827315794417,2025
406,11931,25,Female,127051,2022-01-18,557,Student,2025-05-21,debit,3102,Heath-Richardson,Restaurants,mobile_app,60623,False,5,2,True,8.04012466444838,2025
407,19204,63,Male,239040,2022-04-04,666,Affluent,2025-10-28,debit,2972,Braun-Rodriguez,Salary,online,78033,False,10,1,False,7.997326822998097,2025
408,11664,57,Female,35116,2025-02-08,648,Mass Market,2025-03-09,debit,2672,Wagner-Dean,Entertainment,online,84480,False,3,6,False,7.890956716138919,2025
409,11081,63,Male,40045,2017-05-23,524,Mass Market,2025-06-05,debit,865,"Gray, Leach and Mendoza",Groceries,online,7527,False,6,3,False,6.763884908562435,2025
410,10512,24,Male,177399,2017-12-16,535,Mass Market,2025-10-01,debit,2156,Gonzalez-Warren,Travel,atm,3072,False,10,2,False,7.676473646389156,2025
411,17805,40,Male,55709,2017-07-03,482,Mass Market,2025-04-17,debit,4935,"Brown, Johnston and Preston",Travel,mobile_app,12018,False,4,3,True,8.504310565585223,2025
412,15237,61,Male,63617,2023-06-20,743,Mass Market,2025-12-07,debit,1396,Daniel Ltd,Rent,mobile_app,29652,False,12,6,False,7.242082359256962,2025
413,10559,49,Female,211211,2021-07-07,305,Affluent,2025-01-10,debit,1726,Fox-Lee,Salary,atm,4476,False,1,4,False,7.454141078146678,2025
414,13672,28,Male,177977,2018-06-09,535,Mass Market,2025-11-05,debit,4161,"Pollard, Wilson and Kim",Travel,online,95768,False,11,2,True,8.33375100695358,2025
415,17404,39,Female,215220,2020-01-02,426,Mass Market,2025-04-02,debit,1735,Miller Ltd,Investment,branch,27482,False,4,2,False,7.459338895220296,2025
416,13343,39,Female,223675,2019-06-27,403,Mass Market,2025-11-11,debit,1963,"Lopez, Caldwell and Byrd",Groceries,online,62513,False,11,1,False,7.582738488914411,2025
417,14070,60,Male,249167,2019-04-28,779,Affluent,2025-10-08,credit,194,Brooks Inc,Salary,branch,86411,False,10,2,False,5.272999558563747,2025
418,19662,42,Female,139779,2016-05-22,454,Affluent,2025-11-04,credit,531,"Cuevas, Gates and Garcia",Salary,online,16219,False,11,1,False,6.2766434893416445,2025
419,10580,39,Male,62919,2022-05-30,556,Affluent,2025-06-19,debit,2321,Gomez-Lynn,Entertainment,atm,30448,False,6,3,False,7.7501841622578365,2025
420,17004,45,Female,103521,2016-01-07,534,Affluent,2025-02-19,debit,1258,Byrd Ltd,Online Retail,branch,79903,False,2,2,False,7.138073034044347,2025
421,18130,46,Male,243977,2016-01-09,799,Affluent,2025-11-10,credit,1668,Kerr-Davis,Healthcare,atm,25120,False,11,0,False,7.419979923661835,2025
422,13147,30,Male,234472,2023-11-27,588,Mass Market,2025-08-22,debit,1012,"Reyes, Martin and Ward",Restaurants,branch,6855,False,8,4,False,6.920671504248683,2025
423,14249,35,Male,239222,2016-06-01,809,Student,2025-08-25,debit,3237,Conner-Hernandez,Online Retail,mobile_app,56553,False,8,0,True,8.08271113423758,2025
424,11679,19,Male,209518,2025-08-06,597,Mass Market,2025-05-19,credit,3148,Patterson-Wright,Entertainment,branch,68633,False,5,0,True,8.054840221101024,2025
425,13506,46,Male,203500,2025-04-20,436,Mass Market,2025-12-03,debit,1938,"Lee, Garrett and Young",Education,branch,44585,False,12,2,False,7.569927655242652,2025
426,17253,38,Female,198966,2017-05-17,675,Affluent,2025-07-24,credit,403,Smith-Griffin,Healthcare,branch,85425,False,7,3,False,6.0014148779611505,2025
427,12744,32,Female,232221,2018-08-20,386,Mass Market,2025-09-27,credit,1627,Moore-Davis,Salary,mobile_app,1084,False,9,5,False,7.395107546562485,2025
428,19435,69,Female,26447,2019-01-24,718,Student,2025-06-14,debit,3651,"Nguyen, Adams and Sandoval",Rent,atm,98856,False,6,5,True,8.20303024171486,2025
429,15188,44,Female,25499,2020-11-04,498,Mass Market,2025-03-12,credit,670,Brown-Hull,Education,mobile_app,21944,False,3,2,False,6.508769136971682,2025
430,12141,67,Male,59041,2021-09-03,762,High Net Worth,2025-08-20,debit,4174,Jackson-Ross,Groceries,branch,33921,False,8,2,True,8.336869637284956,2025
431,16617,48,Male,51315,2020-05-02,736,High Net Worth,2025-03-13,debit,329,Davis-Valdez,Salary,online,61282,False,3,3,False,5.799092654460526,2025
432,12479,32,Male,152371,2019-01-08,609,Student,2025-03-13,credit,2234,"Craig, Rodriguez and Small",Entertainment,mobile_app,87393,False,3,3,False,7.711996507047669,2025
433,16484,68,Male,140506,2020-12-06,580,Student,2025-11-18,debit,593,Benton-Harrison,Healthcare,online,51397,False,11,1,False,6.386879319362645,2025
434,19827,40,Female,156066,2017-02-15,622,High Net Worth,2025-02-23,credit,3610,Jenkins-Stevens,Salary,mobile_app,18070,False,2,6,True,8.191740021277457,2025
435,17421,41,Female,246486,2020-08-06,451,Affluent,2025-03-15,credit,591,Anderson-Mcmahon,Salary,mobile_app,54987,False,3,5,False,6.3835066348840055,2025
436,19949,61,Male,232235,2016-03-03,601,Mass Market,2024-12-22,credit,3706,"Williams, Sanchez and Taylor",Rent,branch,56690,False,12,6,True,8.217978203150732,2024
437,14452,30,Male,158561,2025-07-11,577,Mass Market,2025-03-05,credit,1777,Anderson-Suarez,Restaurants,atm,90011,False,3,2,False,7.48324441607385,2025
438,15881,39,Female,111647,2017-11-05,307,Affluent,2025-06-19,debit,1566,"Williamson, Dawson and Day",Salary,atm,61134,False,6,3,False,7.356918242356021,2025
439,16665,60,Female,52355,2016-10-05,534,Student,2025-06-07,debit,1808,"Tucker, Johnson and Shields",Restaurants,branch,87755,False,6,5,False,7.500529485395295,2025
440,12849,54,Male,93805,2021-04-03,601,Affluent,2025-06-19,credit,4216,"Hudson, Roberts and Wells",Transfers,mobile_app,59439,False,6,3,True,8.34687925374656,2025
441,17390,50,Female,88367,2020-04-23,337,Student,2025-05-25,debit,1008,Fitzgerald-Ellis,Groceries,atm,31489,False,5,6,False,6.9167150203536085,2025
442,16905,73,Female,129906,2021-08-22,435,High Net Worth,2025-03-28,debit,767,Lewis Ltd,Travel,atm,23178,False,3,4,False,6.643789733147672,2025
443,12489,20,Male,137409,2015-12-09,720,Mass Market,2025-02-25,debit,292,Davis PLC,Entertainment,atm,79019,False,2,1,False,5.680172609017068,2025
444,19823,71,Male,97355,2025-09-29,518,Mass Market,2025-01-13,credit,4906,Oliver LLC,Rent,branch,57956,False,1,0,True,8.498418036089904,2025
445,19207,36,Female,136220,2025-06-21,647,Mass Market,2025-03-09,credit,140,Simpson-Anderson,Rent,online,47802,False,3,6,False,4.948759890378168,2025
446,19540,40,Female,241421,2022-04-17,845,Mass Market,2025-08-14,debit,1303,"Marks, Velez and Murphy",Travel,online,62778,False,8,3,False,7.1731917424865985,2025
447,14611,46,Female,107173,2017-08-19,378,Affluent,2025-06-27,debit,70,"Henderson, Martinez and Flowers",Travel,online,57719,False,6,4,False,4.2626798770413155,2025
448,12839,47,Male,21996,2024-12-11,572,Student,2025-04-16,debit,2221,Turner-Mueller,Education,online,33573,False,4,2,False,7.706162970199576,2025
449,18527,56,Male,64387,2020-08-29,460,Affluent,2025-03-15,debit,1558,Sims Group,Healthcare,online,33688,False,3,5,False,7.351799869057777,2025
450,15878,61,Female,23089,2016-12-08,607,Mass Market,2025-06-07,debit,4377,Fischer-Diaz,Education,atm,97065,False,6,5,True,8.384347278082808,2025
451,19087,64,Female,118827,2018-08-16,673,Mass Market,2024-12-24,debit,1791,"Simon, Campbell and Benitez",Utilities,atm,99747,False,12,1,False,7.491087593534876,2024
452,16303,42,Male,40659,2020-06-24,308,Mass Market,2025-10-29,debit,47,"Moran, Jones and Drake",Utilities,mobile_app,46475,False,10,2,False,3.871201010907891,2025
453,10851,54,Female,65178,2021-07-23,743,Affluent,2025-10-31,debit,3641,Hogan-Hernandez,Groceries,atm,50697,False,10,4,True,8.200288260287554,2025
454,11687,64,Female,115965,2021-11-20,412,Mass Market,2025-02-01,debit,2674,Sanchez Ltd,Transfers,branch,33978,False,2,5,False,7.891704659330107,2025
455,16833,25,Female,101268,2024-09-27,504,Mass Market,2024-12-07,debit,483,Warren-Rubio,Entertainment,mobile_app,29677,False,12,5,False,6.182084906716632,2024
456,12427,59,Female,105042,2019-02-19,704,Mass Market,2024-12-27,credit,68,"Moody, Knight and Stark",Rent,atm,81540,False,12,4,False,4.23410650459726,2024
457,19760,33,Female,126471,2021-12-21,496,Mass Market,2025-11-24,debit,2646,Brown and Sons,Salary,mobile_app,10272,False,11,0,False,7.881182202227102,2025
458,14000,25,Male,221798,2025-02-04,414,Student,2025-05-14,debit,2624,Nguyen-Gardner,Healthcare,mobile_app,6212,False,5,2,False,7.872836175025724,2025
459,15052,18,Female,90111,2017-02-14,420,Mass Market,2025-09-08,debit,2624,Thompson-Bray,Restaurants,online,21071,False,9,0,False,7.872836175025724,2025
460,12738,61,Male,185637,2024-03-28,364,Mass Market,2024-12-18,debit,4488,Drake LLC,Salary,mobile_app,75236,False,12,2,True,8.409385238781931,2024
461,15732,22,Female,120435,2025-09-13,575,Mass Market,2024-12-25,debit,1421,"Smith, Moran and Baker",Restaurants,atm,95516,False,12,2,False,7.259819610363186,2024
462,15387,20,Male,109242,2024-03-19,538,Mass Market,2025-11-25,debit,94,Juarez LLC,Online Retail,online,17297,False,11,1,False,4.553876891600541,2025
463,18002,18,Female,133204,2025-05-22,601,Affluent,2025-08-24,debit,1543,"Hardin, Walker and Kelly",Travel,atm,51932,False,8,6,False,7.342131730584722,2025
464,15536,21,Male,173956,2017-09-01,691,Affluent,2025-07-02,debit,3807,Mccall Inc,Groceries,online,56884,False,7,2,True,8.244859395911256,2025
465,13913,57,Male,37199,2024-12-22,821,Mass Market,2025-09-25,credit,2684,Campbell-Jones,Online Retail,atm,28625,False,9,3,False,7.895436006942965,2025
466,11066,52,Male,80038,2017-01-08,668,Affluent,2025-10-31,debit,2883,Watson Ltd,Online Retail,online,28831,False,10,4,False,7.96693349840484,2025
467,17723,49,Male,77786,2023-06-11,532,Mass Market,2025-10-27,debit,3130,Carroll Group,Transfers,online,56478,True,10,0,True,8.049107721326406,2025
468,14380,59,Female,129636,2019-02-18,494,Affluent,2025-10-28,credit,1100,Briggs Group,Entertainment,branch,62909,False,10,1,False,7.00397413672268,2025
469,14107,51,Female,69294,2021-08-05,311,Mass Market,2025-04-30,debit,2844,Short-Obrien,Rent,atm,29367,False,4,2,False,7.953318346560431,2025
470,15726,60,Female,229087,2017-04-19,476,Mass Market,2025-06-25,credit,4234,Thomas Inc,Investment,mobile_app,45813,False,6,2,True,8.351138607086154,2025
471,13373,42,Male,185250,2020-09-10,516,Affluent,2025-07-25,credit,2086,Farley Ltd,Healthcare,online,20121,False,7,4,False,7.643482907077201,2025
472,18945,27,Male,163737,2017-08-05,310,High Net Worth,2025-07-27,debit,3200,Anderson-Castaneda,Investment,atm,35547,False,7,6,True,8.071218539969863,2025
473,12082,38,Male,20534,2023-05-02,745,Affluent,2025-10-17,credit,4797,"Adams, Marshall and Ortiz",Salary,online,63642,False,10,4,True,8.47595444339964,2025
474,18967,63,Male,111828,2021-04-26,463,Mass Market,2025-10-17,credit,4238,Whitaker Inc,Restaurants,branch,24914,False,10,4,True,8.352082671352637,2025
475,16748,56,Female,56132,2024-11-24,352,Mass Market,2025-06-30,credit,1218,"Ellis, Williams and Ware",Restaurants,branch,17178,False,6,0,False,7.105786129481271,2025
476,19817,44,Male,135720,2019-01-01,517,Student,2025-11-08,debit,3587,"Rivera, Carr and Duncan",Restaurants,branch,67258,False,11,5,True,8.185350223178686,2025
477,10417,44,Male,56110,2024-04-16,659,Mass Market,2025-06-06,debit,4751,Harris LLC,Utilities,branch,79421,False,6,4,True,8.466320861042481,2025
478,18306,19,Male,209826,2024-04-11,684,Mass Market,2025-05-15,credit,2591,"Kennedy, Johnson and Yang",Entertainment,mobile_app,60563,False,5,3,False,7.860185057472165,2025
479,18808,58,Male,83580,2021-01-07,355,Mass Market,2025-06-29,debit,3797,Sims Inc,Groceries,mobile_app,50050,False,6,6,True,8.242229891372231,2025
480,13974,65,Female,173541,2023-01-18,417,Mass Market,2025-11-12,debit,525,Knight Ltd,Salary,online,62607,False,11,2,False,6.26530121273771,2025
481,13267,30,Female,84016,2024-05-08,552,Mass Market,2024-12-16,debit,2222,Miller-Gomez,Restaurants,atm,65638,False,12,0,False,7.706612913964197,2024
482,10825,26,Male,66233,2020-06-24,479,Mass Market,2025-05-16,debit,2984,Lester-Hester,Transfers,branch,92971,False,5,4,False,8.001355025826703,2025
483,17668,69,Male,149863,2018-03-19,714,Mass Market,2025-06-18,debit,942,Liu PLC,Restaurants,branch,13262,False,6,2,False,6.849066282633458,2025
484,15745,53,Male,217780,2022-01-29,534,Student,2025-03-28,credit,1673,Freeman and Sons,Investment,mobile_app,7453,False,3,4,False,7.422971251049421,2025
485,19708,39,Male,209304,2018-07-21,379,Mass Market,2025-12-04,credit,566,Dixon-Mccarty,Groceries,mobile_app,45174,False,12,3,False,6.340359303727752,2025
486,10412,59,Male,244522,2017-02-03,321,Mass Market,2025-05-14,debit,1681,"Richards, Terrell and Henson",Utilities,branch,77760,False,5,2,False,7.427738840532894,2025
487,17543,43,Female,237509,2017-12-08,776,Affluent,2025-12-02,credit,1002,Terry LLC,Transfers,atm,6172,False,12,1,False,6.910750787961936,2025
488,17587,71,Female,126311,2018-08-21,739,Affluent,2025-11-09,credit,1638,"Lopez, Mills and Smith",Online Retail,online,76788,False,11,6,False,7.40184157874383,2025
489,10728,29,Female,54409,2024-10-09,392,Mass Market,2025-06-24,debit,1701,"Sims, Johnson and Torres",Groceries,online,17918,False,6,1,False,7.43955930913332,2025
490,17164,34,Male,170396,2022-12-16,491,High Net Worth,2025-07-25,debit,4862,Ortiz-Rivera,Online Retail,online,7197,False,7,4,True,8.489410810403786,2025
491,18867,31,Male,159810,2016-06-29,402,Mass Market,2025-11-29,credit,1114,Wolf-Guzman,Travel,online,97127,False,11,5,False,7.016609683894219,2025
492,15988,31,Female,44054,2018-01-21,695,High Net Worth,2025-07-13,debit,1280,Williams-Castro,Education,atm,13677,False,7,6,False,7.155396301896734,2025
493,12504,74,Female,49709,2015-12-19,306,Mass Market,2025-11-12,credit,2912,Lopez and Sons,Restaurants,atm,11039,False,11,2,False,7.976938756959434,2025
494,12967,51,Female,129321,2018-06-14,530,Mass Market,2025-10-31,credit,4754,Hale-Smith,Groceries,atm,27785,False,10,4,True,8.46695197497949,2025
495,12786,70,Male,236715,2021-04-05,539,High Net Worth,2025-10-26,debit,1419,Beard-Wheeler,Education,mobile_app,4570,False,10,6,False,7.258412150595307,2025
496,11122,74,Female,20363,2015-12-23,389,Affluent,2024-12-15,debit,3656,White-Le,Healthcare,branch,72242,False,12,6,True,8.204398418149381,2024
497,14079,37,Male,30358,2017-12-05,531,Mass Market,2025-10-25,debit,1340,"Kelley, Myers and Turner",Transfers,atm,11655,False,10,5,False,7.201170883281678,2025
498,11571,28,Female,154312,2023-09-24,756,Mass Market,2025-06-12,debit,4733,Robinson PLC,Entertainment,online,98738,False,6,3,True,8.46252579007393,2025
499,15073,33,Female,223273,2019-05-06,532,Mass Market,2025-04-25,debit,2064,Howard-Blair,Travel,atm,47907,False,4,4,False,7.632885505395133,2025
500,15104,68,Female,65689,2019-12-28,653,Affluent,2025-07-26,credit,963,"Zimmerman, Ibarra and Baxter",Healthcare,branch,9449,False,7,5,False,6.871091294610546,2025
501,12143,48,Male,21936,2020-08-28,632,Mass Market,2025-01-09,debit,1852,James Ltd,Healthcare,mobile_app,24630,False,1,3,False,7.52456122628536,2025
502,19879,72,Female,132272,2025-10-02,738,Mass Market,2025-09-21,credit,2812,"Johnson, Burnett and Sanders",Travel,online,74658,False,9,6,False,7.9420068084898565,2025
503,16806,23,Male,111074,2023-10-14,674,Mass Market,2025-07-08,debit,19,Stewart Ltd,Investment,mobile_app,46371,False,7,1,False,2.995732273553991,2025
504,17357,73,Male,195037,2018-12-20,591,Affluent,2025-04-28,credit,2619,"Brown, Dillon and Kemp",Online Retail,atm,10991,False,4,0,False,7.8709295967551425,2025
505,13440,36,Male,228606,2016-08-14,644,High Net Worth,2025-03-17,debit,131,Arias-Carpenter,Groceries,online,24887,False,3,0,False,4.882801922586371,2025
